producto_codigo,producto_codigo_ministerio,producto_nombre,tippro_nombre,producto_fechacreacion,natcar_nombre,usuario_nombre
1711,1126,1-BROMOBUTANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1712,1127,CLOROBUTANOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1713,1128,FORMIATO DE N-BUTILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1714,1129,BUTIRALDEHIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1715,1130,ACEITE DE ALCANFOR,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1716,1131,DISULFURO DE CARBONO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1717,3906,ADHESIVOS QUE CONTIENEN LIQUIDOS INFLAMABLES,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1718,1134,CLOROBENCENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1719,1135,ETILENCLORHIDRINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1720,1136,"DESTILADOS DE ALQUITRAN DE HULLA, INFLAMABLES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1721,1139,"SOLUCIONES PARA REVESTIMIENTOS (COMPRENDE LOS TRATAMIENTOS DE SUPERFICIE O LOS REVESTIMIENTOS UTILIZADOS CON FINES INDUSTRIALES O DE OTRA MNDOLE COMO REVESTIMIENTO DE BAJOS DE VEHMCULOS, DE BIDONES O DE TONELES)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1722,1143,CROTONALDEHIDO O CROTONALDEHIDO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1723,1144,CROTONILENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1724,1145,CICLOHEXANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1725,1146,CICLOPENTANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1726,1147,DECAHIDRONAFTALENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1727,1148,DIACETONALCOHOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1728,1149,ITERES DIBUTMLICOS (ITERES BUTMLICOS),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1729,1150,"1,2-DICLOROETILENO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1730,1152,DICLOROPENTANOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1731,1153,ITER DIETMLICO DEL ETILENGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1732,1154,DIETILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1733,1155,ITER DIETMLICO (ITER ETMLICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1734,1156,DIETILCETONA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1735,1157,DIISOBUTILCETONA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1736,1158,DIISOPROPILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1737,1159,ITER DIISOPROPMLICO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1738,1160,DIMETILAMINA EN SOLUCISN ACUOSA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1739,1161,CARBONATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1740,1162,DIMETILDICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1741,1163,DIMETILHIDRAZINA ASIMITRICA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1742,1164,SULFURO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1743,1165,DIOXANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1744,1166,DIOXOLANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1745,1167,ITER DIVINMLICO (ITER DIVINMLICO (ITER VINMLICO) ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1746,1169,EXTRACTOS AROMATICOS LMQUIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1747,1170,ETANOL (ALCOHOL ETMLICO) O ETANOL EN SOLUCISN (ALCOHOL ETMLICO EN SOLUCISN),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1748,1171,ITER MONOETMLICO DEL ETILENGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1749,1172,ACETATO DEL ITER MONOETMLICO DEL ETILENGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1750,29153100,ACETATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1751,1175,ETILBENCENO (FENILETANO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1752,1176,BORATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1753,1177,ACETATO DE 2-ETILBUTILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1754,1178,2-ETILBUTIRALDEHIDO (DIETILACETALDEHIDO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1755,1179,ETIL BUTIL ITER,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1756,1180,BUTIRATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1757,1181,CLOROACETATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1758,1182,CLOROFORMIATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1759,1183,ETILDICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1760,1184,DICLORURO DE ETILENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1761,1185,ETILENIMINA (AZIRIDINA) ESTABILIZADA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1762,1188,ITER MONOMETMLICO DEL ETILENGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1763,1189,ACETATO DEL ITER MONOMETMLICO DEL ETILENGLICOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1764,1190,FORMIATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1765,1191,ALDEHIDOS OCTMLICOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1766,1192,LACTATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1767,1193,ETILMETILCETONA (METILETILCETONA),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1768,1194,NITRITO DE ETILO EN SOLUCISN,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1769,1195,PROPIONATO DE ETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1770,1196,ETILTRICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1771,1197,EXTRACTOS SAPORMFEROS LMQUIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1772,1198,FORMALDEHIDO EN SOLUCISN INFLAMABLE,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1773,1199,FURALDEHIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1774,1201,ACEITE DE FUSEL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1775,1202,"GASSLEO O COMBUSTIBLE PARA MOTORES DIESEL O ACEITE MINERAL PARA CALDEO, LIGERO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1776,1203,COMBUSTIBLE PARA MOTORES O GASOLINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1777,1204,NITROGLICERINA EN SOLUCISN ALCOHSLICA CON UN MAXIMO DEL 1% DE NITROGLICERINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1778,1206,HEPTANOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1779,1207,HEXALDEHIDO (ALDEHIDO CAPROICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1780,1208,HEXANOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1781,1210,"TINTA DE IMPRENTA, INFLAMABLE O MATERIALES RELACIONADOS CON LA TINTA DE IMPRENTA (INCLUIDO DILUYENTE DE TINTA DE IMPRENTA O PRODUCTO REDUCTOR), INFLAMABLES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1782,1212,ISOBUTANOL (ALCOHOL ISOBUTMLICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1783,1213,ACETATO DE ISOBUTILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1784,1214,ISOBUTILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1785,1216,ISOOCTENOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1786,1218,ISOPRENO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1787,1219,ISOPROPANOL (ALCOHOL ISOPROPMLICO),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1788,1220,ACETATO DE ISOPROPILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1789,1221,ISOPROPILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1790,1222,NITRATO DE ISOPROPILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1791,1223,QUEROSENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1792,1224,"CETONAS LMQUIDAS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1793,1228,"MERCAPTANOS LMQUIDOS, INFLAMABLES, TSXICOS, N.E.P. O MEZCLA DE MERCAPTANOS LMQUIDOS, INFLAMABLES, TSXICOS, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1794,1229,SXIDO DE MESITILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1795,1230,METANOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1796,1231,ACETATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1797,1233,ACETATO DE METILAMILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1798,1234,METILAL (DIMETOXIMETANO. FORMAL),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1799,1235,METILAMINA EN SOLUCISN ACUOSA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1800,1237,BUTIRATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1801,1238,CLOROFORMIATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1802,1239,METIL CLOROMETIL ITER,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1803,1242,METILDICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1804,1243,FORMIATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1805,1244,METILHIDRAZINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1806,1245,METILISOBUTILCETONA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1807,1246,METILISOPROPENILCETONA ESTABILIZADA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1808,1247,METACRILATO DE METILO MONSMERO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1809,1248,PROPIONATO DE METILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1810,1249,METILPROPILCETONA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1811,1250,METILTRICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1812,1251,"METILVINILCETONA, ESTABILIZADA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1813,1259,NMQUEL CARBONILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1814,1261,NITROMETANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1815,1262,OCTANOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1816,3817,"PINTURA  (INCLUYE PINTURA, LACA, ESMALTE, COLORANTE, GOMA LACA, BARNIZ, ABRILLANTADOR, ENCAUSTICO Y BASE LMQUIDA PARA LACAS) O PRODUCTOS PARA PINTURA (INCLUYE SOLVENTES Y DILUYENTES PARA PINTURAS)",MERCANCIAS VARIAS,2010-05-25,NORMAL,ADMINISTRADOR
1817,1264,PARALDEHIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1818,1265,PENTANOS LMQUIDOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1819,1266,PRODUCTOS DE PERFUMERMA QUE CONTENGAN DISOLVENTES INFLAMABLES,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1820,1267,PETRSLEO BRUTO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1821,1268,"DESTILADOS DE PETRSLEO, N.E.P. O PRODUCTOS DE PETRSLEO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1822,1272,ACEITE DE PINO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1823,1274,N-PROPANOL (ALCOHOL PROPMLICO NORMAL),MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1824,1275,PROPIONALDEHIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1825,1276,ACETATO DE N-PROPILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1826,1277,PROPILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1827,1278,1-CLOROPROPANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1828,1279,"1,2-DICLOROPROPANO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1829,1280,SXIDO DE PROPILENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1830,1281,FORMIATOS DE PROPILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1831,1282,PIRIDINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1832,1286,ACEITE DE COLOFONIA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1833,1287,DISOLUCISN DE CAUCHO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1834,1288,ACEITE DE ESQUISTO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1835,1289,METILATO SSDICO EN SOLUCISN ALCOHSLICA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1836,1292,SILICATO DE TETRAETILO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1837,1293,TINTURAS MEDICINALES,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1838,1294,TOLUENO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1839,1295,TRICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1840,1296,TRIETILAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1841,1297,"TRIMETILAMINA EN SOLUCISN ACUOSA, CON UN MAXIMO DEL 50%, EN MASA, DE TRIMETILAMINA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1842,1298,TRIMETILCLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1843,1299,TREMENTINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1844,1300,SUCEDANEO DE TREMENTINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1845,1301,ACETATO DE VINILO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1846,1302,VINIL ETIL ITER ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1847,1303,CLORURO DE VINILIDENO ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1848,1304,VINIL ISOBUTIL ITER ESTABILIZADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1849,1305,VINILTRICLOROSILANO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1850,1306,PRODUCTOS LMQUIDOS PARA LA CONSERVACISN DE LA MADERA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1851,1307,XILENOS,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1852,1308,CIRCONIO EN SUSPENSISN EN UN LMQUIDO INFLAMABLE,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1853,1309,"ALUMINIO EN POLVO, RECUBIERTO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1854,1310,"PICRATO AMSNICO HUMIDIFICADO CON UN MMNIMO DEL 10%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1855,1312,BORNEOL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1856,1313,RESINATO CALCICO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1857,1314,RESINATO CALCICO FUNDIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1858,1318,"RESINATO DE COBALTO, PRECIPITADO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1859,1320,"DINITROFENOL HUMIDIFICADO CON UN MMNIMO DEL 15%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1860,1321,"DINITROFENOLATOS HUMIDIFICADOS CON UN MMNIMO DEL 15%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1861,1322,"DINITRORRESORCINOL (DINITRORRESORCINA) HUMIDIFICADO CON UN MMNIMO DEL 15%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1862,1323,FERROCERIO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1863,1324,"PELMCULAS DE SOPORTE NITROCELULSSICO REVESTIDO DE GELATINA, CON EXCLUSISN DE LOS DESECHOS",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1864,1325,"SSLIDO INFLAMABLE ORGANICO, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1865,1326,"HAFNIO EN POLVO, HUMIDIFICADO CON UN MMNIMO DEL 25% DE AGUA (DEBE HABER UN EXCESO VISIBLE DE AGUA): A) PRODUCIDO MECANICAMENTE, EN PARTMCULAS DE MENOS DE 53 MICRONES. B) PRODUCIDO QUMMICAMENTE, EN PARTMCULAS DE MENOS DE 840 MICRONES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1866,1327,"HENO, PAJA O BUSHA (TAMO)",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1867,1328,HEXAMETILENOTETRAMINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1868,1330,RESINATO DE MANGANESO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1869,1331,FSSFOROS DISTINTOS DE LOS DE SEGURIDAD,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1870,1332,METALDEHIDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1871,1333,"CERIO, EN PLACAS, LINGOTES O BARRAS",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1872,1334,NAFTALENO BRUTO O NAFTALENO REFINADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1873,1336,"NITROGUANIDINA (PICRITA) HUMIDIFICADA CON UN MMNIMO DEL 20%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1874,1337,"NITROALMIDSN HUMIDIFICADO CON UN MMNIMO DEL 20%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1875,1338,FSSFORO AMORFO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1876,1339,"HEPTASULFURO DE FSSFORO, QUE NO CONTENGA FSSFORO BLANCO O AMARILLO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1877,1340,"PENTASULFURO DE FSSFORO, QUE NO CONTENGA FSSFORO BLANCO O AMARILLO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1878,1341,"SESQUISULFURO DE FSSFORO, QUE NO CONTENGA FSSFORO BLANCO O AMARILLO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1879,1343,"TRISULFURO DE FSSFORO, QUE NO CONTENGA FSSFORO BLANCO O AMARILLO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1880,1344,"TRINITROFENOL HUMIDIFICADO CON UN MMNIMO DEL 30%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1881,1345,"DESECHOS DE CAUCHO O RECORTES DE CAUCHO, EN POLVO O EN GRANULOS DE 840 MICRONES COMO MAXIMO Y QUE CONTIENEN MAS DEL 45% DE CAUCHO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1882,1346,"SILICIO EN POLVO, AMORFO",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1883,1347,"PICRATO DE PLATA HUMIDIFICADO CON UN MMNIMO DEL 30%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1884,1348,"DINITRO-O-CRESOLATO SSDICO HUMIDIFICADO CON UN MMNIMO DEL 15%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1885,1349,"PICRAMATO SSDICO HUMIDIFICADO CON UN MMNIMO DEL 20%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1886,1350,AZUFRE,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1887,1352,"TITANIO EN POLVO, HUMIDIFICADO CON UN MMNIMO DEL 25% DE AGUA (DEBE HABER UN EXCESO VISIBLE DE AGUA): A) PRODUCIDO MECANICAMENTE, EN PARTMCULAS DE MENOS DE 53 MICRONES. B) PRODUCIDO QUMMICAMENTE, EN PARTMCULAS DE MENOS DE 840 MICRONES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1888,1353,"FIBRAS O TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA, N.E.P.",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1889,1354,"TRINITROBENCENO HUMIDIFICADO CON UN MMNIMO DEL 30%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1890,1355,"ACIDO TRINITROBENZOICO HUMIDIFICADO CON UN MMNIMO DEL 30%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1891,1356,"TRINITROTOLUENO (TNT) HUMIDIFICADO CON UN MMNIMO DEL 30%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1892,1357,"NITRATO DE UREA HUMIDIFICADO CON UN MMNIMO DEL 20%, EN MASA, DE AGUA",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1893,1358,"CIRCONIO EN POLVO, HUMIDIFICADO CON UN MMNIMO DEL 25% DE AGUA (DEBE HABER UN EXCESO VISIBLE DE AGUA): A) PRODUCIDO MECANICAMENTE, EN PARTMCULAS DE MENOS DE 53 MICRONES. B) PRODUCIDO QUMMICAMENTE, EN PARTMCULAS DE MENOS DE 840 MICRONES",MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1894,1360,FOSFURO CALCICO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1895,1361,CARBSN ANIMAL O VEGETAL,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1896,1362,CARBSN ACTIVADO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1897,1363,NO UTILIZAR,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1898,1364,DESECHOS GRASIENTOS DE ALGODSN,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1899,1365,ALGODSN HZMEDO,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1900,1366,DIETILCINC,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
1901,1369,P-NITROSO-DIMETILANILINA,MERCANCIAS VARIAS,2010-05-25,PELIGROSA,ADMINISTRADOR
